policy_name,workload_name,cache_size,hit_rate,cost_weighted_hit_rate,dollar_savings,latency_p50,latency_p95,latency_p99,throughput,memory_overhead_bytes,n_queries,n_evictions,run_id,seed,cpu_percent_mean,cpu_percent_p95,rss_mean_mb,rss_peak_mb,gpu_utilization,grid_regime
LFU,high_variance_cost,50000000,0.9,0.8999751247607716,285.85141967403086,0.000200001522898674,0.000600004568696022,0.00100000761449337,1485398.5333319993,56,10000,0,3,45,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8999751247607716,285.85141967403086,0.000200001522898674,0.000600004568696022,0.0009999930625781417,1550387.5967145385,56,10000,0,3,45,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8999751247607716,285.85141967403086,0.000200001522898674,0.0004999892553314567,0.000700005330145359,1397057.7977824027,56,10000,0,3,45,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8999751247607716,285.85141967403086,0.0022000021999701858,0.0039000005926936865,0.006800008122809231,330083.1148503028,56,10000,0,3,45,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8998662109893271,276.14096721878985,0.000400003045797348,0.0007999915396794677,0.00100000761449337,917321.7882185514,56,10000,0,4,46,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8998662109893271,276.14096721878985,0.000300002284348011,0.000700005330145359,0.000900006853044033,1028478.5704972914,56,10000,0,4,46,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8998662109893271,276.14096721878985,0.00029998773243278265,0.0008999923011288047,0.0010999938240274787,1008623.7330631015,56,10000,0,4,46,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8998662109893271,276.14096721878985,0.000200001522898674,0.000600004568696022,0.000900006853044033,1149227.1463178615,56,10000,0,4,46,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8998662109893271,276.14096721878985,0.002800006768666208,0.005199995939619839,0.007599999662488699,239456.14718305622,56,10000,0,4,46,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.899421992476946,290.31773262027434,0.000400003045797348,0.0008999923011288047,0.001200009137392044,861311.6050969926,56,10000,0,5,47,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.899421992476946,290.31773262027434,0.00039998849388211966,0.000900006853044033,0.001100008375942707,940530.2716106226,56,10000,0,5,47,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.899421992476946,290.31773262027434,0.00029998773243278265,0.0007999915396794677,0.000900006853044033,1072754.1895030772,56,10000,0,5,47,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.899421992476946,290.31773262027434,0.00029998773243278265,0.000700005330145359,0.0008999923011288047,1087169.2286126432,56,10000,0,5,47,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.899421992476946,290.31773262027434,0.0022000021999701858,0.004105001426068993,0.005900001269765198,317042.6264496509,56,10000,0,5,47,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.9002472859333495,261.5836827731951,0.000300002284348011,0.0008999923011288047,0.001100008375942707,948379.6927016351,56,10000,0,6,48,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.9002472859333495,261.5836827731951,0.00039998849388211966,0.000800006091594696,0.0011999945854768157,961723.4071376766,56,10000,0,6,48,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.9002472859333495,261.5836827731951,0.000200001522898674,0.000700005330145359,0.0008999923011288047,1157983.7172836314,56,10000,0,6,48,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.9002472859333495,261.5836827731951,0.000300002284348011,0.000800006091594696,0.00100000761449337,987839.6932981646,56,10000,0,6,48,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.9002472859333495,261.5836827731951,0.0021000014385208488,0.0039000005926936865,0.006699992809444666,327880.67766747513,56,10000,0,6,48,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9001,0.9009300226096285,273.12012328656834,0.000300002284348011,0.000700005330145359,0.000900006853044033,1055732.0967597018,56,10000,0,7,49,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9001,0.9009300226096285,273.12012328656834,0.000300002284348011,0.0009999930625781417,0.0013999961083754897,1035432.499251901,56,10000,0,7,49,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9001,0.9009300226096285,273.12012328656834,0.000300002284348011,0.000800006091594696,0.0010999938240274787,968035.4682444273,56,10000,0,7,49,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9001,0.9009300226096285,273.12012328656834,0.000200001522898674,0.000400003045797348,0.000600004568696022,1718478.8028839466,56,10000,0,7,49,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9001,0.9009300226096285,273.12012328656834,0.0016999983927235007,0.0032999960239976645,0.0046000059228390455,400329.8718561761,56,10000,0,7,49,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8988040754294645,262.36708748709145,0.00039998849388211966,0.0009999930625781417,0.0012999953469261527,898020.7624059615,56,10000,0,8,50,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8988040754294645,262.36708748709145,0.000200001522898674,0.000600004568696022,0.0008999923011288047,1456791.562592476,56,10000,0,8,50,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8988040754294645,262.36708748709145,0.000200001522898674,0.000500003807246685,0.000700005330145359,1300660.7354987739,56,10000,0,8,50,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8988040754294645,262.36708748709145,0.000200001522898674,0.0006999907782301307,0.000900006853044033,1202877.2822429047,56,10000,0,8,50,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8988040754294645,262.36708748709145,0.0020000006770715117,0.0037999998312443495,0.005099995178170502,336956.74163974315,56,10000,0,8,50,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.9009263802551851,275.53256960139873,0.000300002284348011,0.000500003807246685,0.000700005330145359,1250515.8391820674,56,10000,0,9,51,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.9009263802551851,275.53256960139873,0.000300002284348011,0.0007999915396794677,0.00100000761449337,1117892.9956356764,56,10000,0,9,51,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.9009263802551851,275.53256960139873,0.000200001522898674,0.0004999892553314567,0.0006999907782301307,1462180.69736435,56,10000,0,9,51,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.9009263802551851,275.53256960139873,0.000200001522898674,0.000600004568696022,0.000900006853044033,1397292.0456145313,56,10000,0,9,51,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.9009263802551851,275.53256960139873,0.0023000029614195228,0.0039000005926936865,0.005399997462518513,318179.50406661944,56,10000,0,9,51,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8994310541826837,257.13684839603116,0.00039998849388211966,0.0006999907782301307,0.00100000761449337,964320.1539560636,56,10000,0,10,52,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8994310541826837,257.13684839603116,0.000200001522898674,0.000600004568696022,0.000700005330145359,1545021.9366232122,56,10000,0,10,52,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8994310541826837,257.13684839603116,0.000200001522898674,0.000500003807246685,0.000600004568696022,1791889.9054459014,56,10000,0,10,52,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8994310541826837,257.13684839603116,0.00019998697098344564,0.000400003045797348,0.0005999900167807937,1934722.4662705443,56,10000,0,10,52,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8994310541826837,257.13684839603116,0.001400010660290718,0.0028999929782003164,0.0040000013541430235,465863.8279641052,56,10000,0,10,52,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.901582534228333,285.57671162063843,0.000300002284348011,0.000800006091594696,0.0010999938240274787,1000170.0278124922,56,10000,0,11,53,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.901582534228333,285.57671162063843,0.000300002284348011,0.000700005330145359,0.0010999938240274787,1041720.9228498263,56,10000,0,11,53,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.901582534228333,285.57671162063843,0.000200001522898674,0.000700005330145359,0.000900006853044033,1083447.09421573,56,10000,0,11,53,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.901582534228333,285.57671162063843,0.000200001522898674,0.000500003807246685,0.000700005330145359,1292808.1072779282,56,10000,0,11,53,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.901582534228333,285.57671162063843,0.0022000021999701858,0.0039000005926936865,0.00549999822396785,318995.5467497301,56,10000,0,11,53,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8998944945386841,267.4139349068939,0.000200001522898674,0.000500003807246685,0.000701005192240722,1526740.8651640252,56,10000,0,12,54,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8998944945386841,267.4139349068939,0.00029998773243278265,0.000500003807246685,0.000700005330145359,1400050.400486835,56,10000,0,12,54,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8998944945386841,267.4139349068939,0.000200001522898674,0.000500003807246685,0.000700005330145359,1532426.1383876035,56,10000,0,12,54,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8998944945386841,267.4139349068939,0.000200001522898674,0.000400003045797348,0.000600004568696022,1465480.6024998312,56,10000,0,12,54,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8998944945386841,267.4139349068939,0.0021000014385208488,0.0036999990697950125,0.005399997462518513,333392.2326040361,56,10000,0,12,54,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.901220356560582,288.3853553394489,0.000300002284348011,0.0007999915396794677,0.0009999930625781417,996234.2354318005,56,10000,0,13,55,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.901220356560582,288.3853553394489,0.000300002284348011,0.000900006853044033,0.0012999953469261527,944073.1095123461,56,10000,0,13,55,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.901220356560582,288.3853553394489,0.000200001522898674,0.000600004568696022,0.000900006853044033,1326259.9458987198,56,10000,0,13,55,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.901220356560582,288.3853553394489,0.000200001522898674,0.000500003807246685,0.000800006091594696,1247489.4263120228,56,10000,0,13,55,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.901220356560582,288.3853553394489,0.0020000006770715117,0.0037999998312443495,0.006000002031214535,344082.46976955124,56,10000,0,13,55,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.899571276684593,283.54358715724123,0.00039998849388211966,0.0008999923011288047,0.001100008375942707,908042.5320529628,56,10000,0,14,56,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.899571276684593,283.54358715724123,0.00039998849388211966,0.000900006853044033,0.001200009137392044,894326.393443457,56,10000,0,14,56,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.899571276684593,283.54358715724123,0.000200001522898674,0.0006999907782301307,0.000900006853044033,1265214.2012906314,56,10000,0,14,56,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.899571276684593,283.54358715724123,0.000200001522898674,0.0005999900167807937,0.0008999923011288047,1248377.1085010574,56,10000,0,14,56,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.899571276684593,283.54358715724123,0.0021000014385208488,0.0040000013541430235,0.006000002031214535,331001.97600436275,56,10000,0,14,56,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8980804117835618,284.33719439884794,0.00029998773243278265,0.000600004568696022,0.000900006853044033,1248735.6543539679,56,10000,0,15,57,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8980804117835618,284.33719439884794,0.000300002284348011,0.000700005330145359,0.00100000761449337,1042361.5744058313,56,10000,0,15,57,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8980804117835618,284.33719439884794,0.000200001522898674,0.0007999915396794677,0.000900006853044033,1102377.8295346398,56,10000,0,15,57,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8980804117835618,284.33719439884794,0.000200001522898674,0.0006999907782301307,0.0008999923011288047,1118705.8821212004,56,10000,0,15,57,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8980804117835618,284.33719439884794,0.0022999884095042944,0.0041000021155923605,0.006101002654759235,306751.2890881398,56,10000,0,15,57,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8994361449261299,278.6890926402926,0.000300002284348011,0.000600004568696022,0.000900006853044033,1126659.0046712963,56,10000,0,16,58,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8994361449261299,278.6890926402926,0.00029998773243278265,0.0007999915396794677,0.001100008375942707,1281821.2111188928,56,10000,0,16,58,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8994361449261299,278.6890926402926,0.000200001522898674,0.000500003807246685,0.000600004568696022,1595328.8771378847,56,10000,0,16,58,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8994361449261299,278.6890926402926,0.000200001522898674,0.000500003807246685,0.000600004568696022,1526251.5248083991,56,10000,0,16,58,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8994361449261299,278.6890926402926,0.0017999991541728377,0.0033999967854470015,0.006599992193514481,376191.58674667275,56,10000,0,16,58,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8999437966281686,278.0003176643984,0.000300002284348011,0.000800006091594696,0.0010999938240274787,981874.5960506148,56,10000,0,17,59,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8999437966281686,278.0003176643984,0.000200001522898674,0.0007999915396794677,0.001200009137392044,1162587.9209961153,56,10000,0,17,59,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8999437966281686,278.0003176643984,0.000200001522898674,0.000500003807246685,0.000600004568696022,1425415.1522854974,56,10000,0,17,59,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8999437966281686,278.0003176643984,0.000200001522898674,0.000600004568696022,0.0008999923011288047,1171015.0369001287,56,10000,0,17,59,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8999437966281686,278.0003176643984,0.0024000037228688598,0.004699992132373154,0.007599999662488699,282487.4717455499,56,10000,0,17,59,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8972966612507566,279.8523264570739,0.000300002284348011,0.000600004568696022,0.0008999923011288047,1088684.2155850572,56,10000,0,18,60,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8972966612507566,279.8523264570739,0.000300002284348011,0.000500003807246685,0.000700005330145359,1167719.5603197191,56,10000,0,18,60,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8972966612507566,279.8523264570739,0.000200001522898674,0.000500003807246685,0.000800006091594696,1310495.760869592,56,10000,0,18,60,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8972966612507566,279.8523264570739,0.000200001522898674,0.0006999907782301307,0.000800006091594696,1186633.758073518,56,10000,0,18,60,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8972966612507566,279.8523264570739,0.0022000021999701858,0.004600006650434807,0.007001009507803268,296249.77411806583,56,10000,0,18,60,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8979200359246288,290.12375685722486,0.00039998849388211966,0.0008999923011288047,0.0011999945854768157,871558.4338848265,56,10000,0,19,61,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8979200359246288,290.12375685722486,0.000300002284348011,0.000900006853044033,0.0012999953469261527,946664.8989760004,56,10000,0,19,61,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8979200359246288,290.12375685722486,0.000200001522898674,0.000800006091594696,0.00100000761449337,1042915.9926152305,56,10000,0,19,61,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8979200359246288,290.12375685722486,0.000200001522898674,0.000700005330145359,0.000900006853044033,1064497.9285714808,56,10000,0,19,61,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8979200359246288,290.12375685722486,0.0022000021999701858,0.004399989848025143,0.006999995093792677,308906.0708950216,56,10000,0,19,61,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.9016522755202023,289.1371687152879,0.000200001522898674,0.000500003807246685,0.0006999907782301307,1654588.1749838458,56,10000,0,20,62,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.9016522755202023,289.1371687152879,0.000200001522898674,0.000500003807246685,0.000600004568696022,1754293.634735256,56,10000,0,20,62,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.9016522755202023,289.1371687152879,0.000100000761449337,0.000400003045797348,0.000500003807246685,2043986.5913458616,56,10000,0,20,62,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.9016522755202023,289.1371687152879,0.000200001522898674,0.000700005330145359,0.001100008375942707,1190674.6348356577,56,10000,0,20,62,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.9016522755202023,289.1371687152879,0.0017999991541728377,0.0032999960239976645,0.005401011876529104,380411.8338096848,56,10000,0,20,62,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8982245524052564,281.38824316690847,0.000300002284348011,0.000800006091594696,0.001100008375942707,918315.8087043911,56,10000,0,21,63,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8982245524052564,281.38824316690847,0.000300002284348011,0.000600004568696022,0.000900006853044033,1186309.9830977335,56,10000,0,21,63,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8982245524052564,281.38824316690847,0.000200001522898674,0.000400003045797348,0.000600004568696022,1471995.2902646551,56,10000,0,21,63,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8982245524052564,281.38824316690847,0.000200001522898674,0.000600004568696022,0.000700005330145359,1688704.2588317762,56,10000,0,21,63,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8982245524052564,281.38824316690847,0.0017999991541728377,0.0034999982744921,0.0049000082071870565,371386.8698965137,56,10000,0,21,63,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8996829234822531,271.8415061664482,0.00029998773243278265,0.000700005330145359,0.00100000761449337,1204180.9153103856,56,10000,0,22,64,0.0,0.0,97.984375,97.984375,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8996829234822531,271.8415061664482,0.000200001522898674,0.000500003807246685,0.0007999915396794677,1655053.708033731,56,10000,0,22,64,0.0,0.0,97.98828125,97.98828125,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8996829234822531,271.8415061664482,0.000100000761449337,0.000400003045797348,0.0006999907782301307,1869822.930474385,56,10000,0,22,64,0.0,0.0,97.98828125,97.98828125,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8996829234822531,271.8415061664482,0.000100000761449337,0.000400003045797348,0.000500003807246685,1942464.2111105174,56,10000,0,22,64,0.0,0.0,97.98828125,97.98828125,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8996829234822531,271.8415061664482,0.0012999953469261527,0.0026999914553016424,0.00449999060947448,491494.6847023464,56,10000,0,22,64,0.0,0.0,97.98828125,97.98828125,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,50000000,0.9,0.8998710546673352,284.9684443642415,0.000200001522898674,0.000500003807246685,0.000700005330145359,1460856.354308186,56,10000,0,23,65,0.0,0.0,97.98828125,97.98828125,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,50000000,0.9,0.8998710546673352,284.9684443642415,0.000300002284348011,0.000500003807246685,0.000800006091594696,1219884.1100206021,56,10000,0,23,65,0.0,0.0,97.98828125,97.98828125,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,50000000,0.9,0.8998710546673352,284.9684443642415,0.000200001522898674,0.000600004568696022,0.000800006091594696,1313697.9279520628,56,10000,0,23,65,0.0,0.0,97.98828125,97.98828125,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,50000000,0.9,0.8998710546673352,284.9684443642415,0.000200001522898674,0.000600004568696022,0.0008999923011288047,1263535.6247636885,56,10000,0,23,65,0.0,0.0,97.98828125,97.98828125,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,50000000,0.9,0.8998710546673352,284.9684443642415,0.0018999999156221747,0.0036999990697950125,0.005901001422898866,361810.20876274206,56,10000,0,23,65,0.0,0.0,97.98828125,97.98828125,N/A (GPTCache eviction path is CPU-only),spec_oversized
